Animal ID,Name,Intake Date,Intake Time,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A706633,Trudy,07/01/15,11:25AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Siamese Mix,Calico Point
A706635,Big Red,07/01/15,11:27AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby
A590490,Tiger,07/01/15,11:27AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
A706634,Miss Kitty,07/01/15,11:27AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A706636,,07/01/15,11:39AM,5822 Trade Center Dr in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream Tabby
A706638,,07/01/15,11:39AM,5822 Trade Center Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue Tabby
A706637,,07/01/15,11:39AM,5822 Trade Center Dr in Austin (TX),Stray,Nursing,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Cream Tabby
A706639,,07/01/15,11:40AM,6901 Stonleigh Pl in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Medium Hair Mix,Black/White
A706640,Bogart,07/01/15,12:13PM,Shady Cedar Dr And Onion Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Lhasa Apso/Dachshund,White
A706642,,07/01/15,12:14PM,10617 Deer Canyon Rd in Jonestown (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A706641,*Evie,07/01/15,12:14PM,10617 Deer Canyon Rd in Jonestown (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A706643,Raji,07/01/15,12:26PM,1015 E Yager in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Black
A706644,Spike,07/01/15,12:37PM,4200 Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Anatol Shepherd Mix,White/Tan
A526144,Tiny,07/01/15,12:59PM,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,St. Bernard Rough Coat,Tricolor
A689080,*Lupe,07/01/15,1:16PM,12006 Arrowwood in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
A706649,,07/01/15,1:41PM,13205 Coomes Dr in Del Valle (TX),Stray,Normal,Cat,Unknown,3 years,Domestic Shorthair Mix,Brown Tabby
A706652,Midnight,07/01/15,1:44PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Black
A706653,Jubilee,07/01/15,1:44PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A706651,,07/01/15,1:47PM,500 E Stassney in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A706655,*Baron,07/01/15,2:45PM,10206 Laredo Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Bluetick Hound/Australian Kelpie,Red/White
A706658,Bandit,07/01/15,2:55PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tricolor
A706657,Genki,07/01/15,2:57PM,710 E Ben White Blvd in Austin (TX),Stray,Injured,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A706659,Prince,07/01/15,3:18PM,Golden Flax Trail & Wild Senna Dr W in Pflugerville (TX),Stray,Normal,Dog,Intact Male,6 months,Dachshund/Chihuahua Shorthair,Black/Tan
A706465,Sugar,07/01/15,4:18PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pembroke Welsh Corgi Mix,Black/Tricolor
A698600,Nuts,07/01/15,4:32PM,8700 Millway Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,17 years,Siamese Mix,Lynx Point
A677853,*Otto,07/01/15,4:40PM,15500 Sun Light Near Way in Travis (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull/Catahoula,White/Brown
A706661,Annie,07/01/15,4:47PM,14606 Gold Fish Pond Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,10 years,Australian Cattle Dog Mix,White
A706662,*Marty,07/01/15,4:49PM,8405 Steamline Cir in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Brown
A706665,Fiona,07/01/15,5:02PM,5500 Stuart Cir in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby
A706666,*Felix,07/01/15,5:02PM,5500 Stuart Cir in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A706667,*Harriet,07/01/15,5:02PM,Bucks Run And Meadow Lake Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black/White
A706668,,07/01/15,5:30PM,805 W Annie in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A706669,,07/01/15,5:30PM,805 W Annie in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue
A690435,*Portia,07/01/15,5:30PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Brown
A706670,*Jake,07/01/15,5:59PM,Samsung And Taebaek in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Basenji Mix,Red/White
A706671,,07/01/15,6:13PM,7404 Mcneil Dr in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Tortie
A672845,Bj,07/01/15,6:14PM,9160 Research Blvd in Austin (TX),Stray,Normal,Cat,Neutered Male,15 years,Maine Coon Mix,Brown Tabby
A706672,*Bella,07/01/15,6:23PM,2425 Cromwell Cir in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,German Shepherd Mix,Brown/Black
A706675,*Veronica,07/01/15,6:48PM,Ih 35 And Rundberg in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A706674,Ralph,07/01/15,6:49PM,2130 Ponciana Loop in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A706673,*Luis,07/01/15,6:49PM,2130 Ponciana Loop in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A706677,*Franny,07/01/15,6:57PM,Lyons And Fiesta in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Torbie
A706676,,07/01/15,6:57PM,8069 Newport Ave in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon,Brown/Black
A706679,*Petunia,07/01/15,9:40PM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Lhasa Apso Mix,Black
A706681,Sancho,07/02/15,7:45AM,4301 Manzamillo Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,American Bulldog Mix,White/Black Brindle
A706682,,07/02/15,8:04AM,North Austin Abd in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A706685,Heidi,07/02/15,9:12AM,5326 Manchaca in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Tan/Brown
A706626,*Ginger,07/02/15,9:25AM,Galewood/Payton Gin in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A706687,Winston,07/02/15,9:47AM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Chocolate
A706690,,07/02/15,9:47AM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Labrador Retriever Mix,Black
A706689,Karen,07/02/15,9:47AM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Catahoula/Labrador Retriever,Blue Merle
A706692,,07/02/15,9:47AM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Male,1 week,Labrador Retriever Mix,Blue Merle
A706691,,07/02/15,9:47AM,1156 W Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Female,1 week,Labrador Retriever Mix,Chocolate
A706695,,07/02/15,11:00AM,6201 S Congress in Austin (TX),Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby
A706694,,07/02/15,11:00AM,6201 S Congress in Austin (TX),Stray,Sick,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby/White
A706693,,07/02/15,11:02AM,7005 Ten Oaks Cir in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A706464,*April,07/02/15,11:06AM,Parkfield Dr & Rutland Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle/White
A702187,*Charlie,07/02/15,11:08AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tan/White
A706704,,07/02/15,11:21AM,4801 Pimlico in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A706698,*Liberty,07/02/15,11:21AM,4801Pimlic in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A706697,*Toby,07/02/15,11:21AM,4801Pimlic in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A706701,*Martha W,07/02/15,11:21AM,4801 Pimlico Dr in Del Valle (TX),Stray,Normal,Cat,Intact Female,2 months,Manx Mix,Calico
A706700,*Starspangle,07/02/15,11:21AM,4801Pimlic in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
A706703,*George W,07/02/15,11:21AM,4801Pimlic in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A706702,,07/02/15,11:34AM,Tillery St & Lyons Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky Mix,Black/White
A706705,Hunter,07/02/15,12:00PM,1105 E Cesar Chavez St in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Anatol Shepherd Mix,Tan/White
A705784,,07/02/15,12:00PM,1515 Wichersham Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A706709,Dolly,07/02/15,12:09PM,Hwy 71 And Ross in Del Valle (TX),Stray,Normal,Dog,Intact Female,1 year,Jack Russell Terrier/Dachshund Wirehair,White/Brown
A706430,Journey,07/02/15,12:12PM,400 Grove Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Fawn/White
A706427,Zeus,07/02/15,12:21PM,Austin (TX),Stray,Normal,Dog,Intact Male,7 months,American Bulldog Mix,Tan
A706718,Amelia,07/02/15,1:10PM,Fm973 & Decker Lake Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Black Mouth Cur/Australian Cattle Dog,Red/White
A706719,,07/02/15,1:14PM,1931 E Ben White Blvd #300 in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Longhair Mix,Tortie/White
A706720,Nikko,07/02/15,1:27PM,Mc Callen Pass And Parmer in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Miniature Schnauzer Mix,Tan/Gray
A706722,*Hank,07/02/15,1:59PM,East Side Dr And Sunset in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Brown Tabby/White
A706723,,07/02/15,2:29PM,5708 Jfk in Travis (TX),Stray,Injured,Dog,Intact Female,2 months,Pit Bull Mix,White/Blue
A706729,,07/02/15,2:48PM,617 Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby
A706728,,07/02/15,2:48PM,617 Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A706725,,07/02/15,2:48PM,617 Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Ragdoll Mix,Lynx Point
A706730,,07/02/15,2:48PM,617 Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue Tabby
A706726,,07/02/15,2:48PM,617 Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black Tabby
A706727,,07/02/15,2:48PM,617 Congress Ave in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue Tabby
A706731,Lucky,07/02/15,3:01PM,22828 Fine Road in Travis (TX),Euthanasia Request,Normal,Dog,Intact Male,2 years,Rottweiler Mix,Black/Brown
A706732,,07/02/15,3:17PM,2011 Pace Bend Rd N in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A706735,Reese,07/02/15,3:51PM,S Pleasant Valley Rd & S Lakeshore Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Australian Kelpie/Miniature Pinscher,Chocolate/Tan
A706736,Peanut,07/02/15,3:58PM,4434 Frontier Trail in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Chihuahua Longhair/Cocker Spaniel,Buff
A706737,,07/02/15,4:15PM,1900 Clubhouse Hill Dr in Travis (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon Mix,Gray
A706738,Si,07/02/15,4:15PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Yorkshire Terrier Mix,Black/Brown
A706743,Lil Man,07/02/15,4:26PM,1610 Colony Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Longhair Mix,Buff
A706744,*Wambach,07/02/15,4:26PM,1610 Colony Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Buff
A706742,*Andromeda,07/02/15,4:27PM,124 West Anderson Lane in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A706745,Phoebe,07/02/15,4:43PM,10614 Research Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Shih Tzu Mix,Tan/White
A706746,Max,07/02/15,5:15PM,2020 S Congress in Austin (TX),Stray,Injured,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Orange Tabby
A706748,*Carli,07/02/15,5:54PM,2900 N Fm 973 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Standard Schnauzer Mix,Black
A706749,,07/02/15,6:00PM,2110 Thrasher Ln Lot 13 in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue/White
A701020,Domino,07/02/15,6:25PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Miniature Poodle Mix,Black
A706750,*Bubba,07/02/15,6:44PM,W Riverside Dr And S Congress Ave in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull/English Bulldog,White/Brown
A706756,,07/03/15,12:27AM,1207 Southport Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair,Black
A706757,,07/03/15,12:27AM,1207 Southport Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair,Black
A706754,,07/03/15,12:27AM,1207 Southport Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair,Gray Tabby
A706755,,07/03/15,12:27AM,1207 Southport Dr in Austin (TX),Stray,Nursing,Cat,Intact Male,2 days,Domestic Shorthair,Gray Tabby
A659341,Bear,07/03/15,9:09AM,2201 Barton Springs Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,9 years,Leonberger Mix,Sable
A706761,Sophie,07/03/15,10:17AM,1701 Teri Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
A706765,,07/03/15,11:01AM,1215-8 Research Blvd in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby
A706766,*Radar,07/03/15,11:10AM,1044 Rosemont St in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Orange Tabby
A671229,Blackie,07/03/15,11:21AM,18Th And Ulit in Austin (TX),Stray,Normal,Dog,Neutered Male,6 years,Miniature Poodle/Maltese,Black/White
A706767,Cam,07/03/15,11:23AM,4140 Governors Row in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Black
A706768,Sebastian,07/03/15,11:31AM,1106 Delano St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White
A706770,*Lovey,07/03/15,11:34AM,Terravista Dr And Mendler Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A706769,Pluto,07/03/15,11:34AM,Terravista Dr And Mendler Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White
A706771,Molly,07/03/15,11:35AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Staffordshire Mix,Black
A706772,Purp,07/03/15,11:35AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Chocolate/White
A706773,*Elton,07/03/15,11:59AM,4140 Governors Row in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A706778,Tortie,07/03/15,12:07PM,Elizabeth St And 3Rd St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A706775,,07/03/15,12:07PM,Elizabeth St And 3Rd St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A706776,,07/03/15,12:07PM,Elizabeth St And 3Rd St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A706777,,07/03/15,12:07PM,Elizabeth St And 3Rd St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White
A690131,Natalia,07/03/15,12:14PM,Metro Center Dr And S Hwy 183 in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Chihuahua Longhair Mix,Black/Brown
A706785,Gable,07/03/15,12:30PM,5400 W Parmer Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A706788,Bruno,07/03/15,12:37PM,Barnsdale Way And Prince Valiant Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,English Bulldog,Brown Brindle/White
A706790,Chanel,07/03/15,1:09PM,12536 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Black/Tan
A540369,Kolben,07/03/15,1:36PM,8600 Fathom Cir in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,German Shepherd Mix,Black
A706794,,07/03/15,1:49PM,Berkman Dr & Patton Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle/Labrador Retriever,White/Black
A706797,,07/03/15,2:05PM,1607 Fort View in Austin (TX),Stray,Normal,Cat,Unknown,9 months,Domestic Shorthair Mix,Black/White
A706800,,07/03/15,2:20PM,805 Great Britain Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A706799,,07/03/15,2:21PM,12815 Shops Parkway in Bee Cave (TX),Public Assist,Normal,Other,Unknown,1 year,Bat,Black
A701728,Chico,07/03/15,2:43PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A706804,Blackie,07/03/15,3:10PM,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,2 months,Rottweiler Mix,Black/Brown Brindle
A706810,,07/03/15,3:41PM,Montopolis And Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A706807,*Summer,07/03/15,3:41PM,Montopolis And Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A706808,,07/03/15,3:41PM,Montopolis And Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A706809,,07/03/15,3:41PM,Montopolis And Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
A706812,,07/03/15,3:47PM,2317 Willow St in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A706811,,07/03/15,3:47PM,2317 Willow St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A706813,*Vince,07/03/15,3:47PM,2317 Willow St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Seal Point
A706832,,07/03/15,3:51PM,Old San Antonio Rd And Blackwell Dr in Travis (TX),Stray,Injured,Cat,Unknown,2 years,Siamese Mix,Flame Point
A706816,,07/03/15,4:05PM,2504 E 6Th St in Austin (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A706815,,07/03/15,4:05PM,2504 E 6Th St in Austin (TX),Stray,Normal,Cat,Intact Female,3 years,Domestic Shorthair Mix,Blue Tabby
A706814,,07/03/15,4:11PM,816 King Albert in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown
A706818,,07/03/15,4:15PM,14813 Debba Dr in Travis (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A706821,,07/03/15,4:20PM,Riverside Dr And S 1St St in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A706828,,07/03/15,4:30PM,13000 Fm812 in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A706830,,07/03/15,4:30PM,13000 Fm812 in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A706831,,07/03/15,4:30PM,13000 Fm812 in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie
A706829,,07/03/15,4:30PM,13000 Fm812 in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A706825,,07/03/15,4:40PM,1800 E Stassney in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A706827,Milo,07/03/15,4:52PM,9004 Thaxton Rd in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,Black
A706833,,07/03/15,5:44PM,1106 Justin Ln in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Miniature Schnauzer Mix,Gray/White
A706834,Sabine,07/03/15,5:58PM,8000 Linden Rd in Del Valle (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A706836,,07/03/15,6:36PM,5609 Stuart Cir in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A659904,Bella,07/03/15,6:49PM,Autumn Bay Dr in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Catahoula/American Pit Bull Terrier,White/Brown
A706837,,07/03/15,7:31PM,4413 Garnett St in Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Tarantula,Brown/Red
A706839,,07/03/15,7:31PM,4413 Garnett St in Austin (TX),Owner Surrender,Normal,Other,Unknown,4 weeks,Turtle,Green
A706838,,07/03/15,7:31PM,4413 Garnett St in Austin (TX),Owner Surrender,Normal,Other,Unknown,4 weeks,Turtle,Green
A683168,Stryker,07/04/15,1:27AM,8609 Talyne Chaise Cir in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Siberian Husky Mix,Black/White
A706841,Jasper,07/04/15,8:32AM,Imperial Drive in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Yellow
A706842,Sadie,07/04/15,8:54AM,Loyola Lane & Ed Bluestein Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair/Rat Terrier,Tricolor
A706850,,07/04/15,9:11AM,6706 Clubway Ln in Austin (TX),Stray,Sick,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A644113,Mitzy,07/04/15,9:11AM,Capistrano Trl in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Yorkshire Terrier,Tan/Blue
A706845,Big Red,07/04/15,9:16AM,7201 Levander Loop in Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Chihuahua Shorthair Mix,Sable/Black
A706848,*Samuel,07/04/15,9:16AM,7201 Levander Loop in Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Chihuahua Shorthair Mix,Black/White
A706847,*Big Red,07/04/15,9:16AM,7201 Levander Loop in Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Chihuahua Shorthair Mix,Sable/Black
A706844,*Frankie,07/04/15,9:16AM,7201 Levander Loop in Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Chihuahua Shorthair Mix,Sable/Black
A706849,,07/04/15,9:16AM,7201 Levander Loop in Austin (TX),Stray,Nursing,Dog,Unknown,0 years,Chihuahua Shorthair Mix,Black
A706846,Mugsie,07/04/15,9:16AM,7201 Levander Loop in Austin (TX),Stray,Nursing,Dog,Intact Male,0 years,Chihuahua Shorthair/Pug,Sable/Black
A443738,Maggie Mae,07/04/15,10:51AM,Abilene Trail And Smokehouse Trail in Austin (TX),Stray,Normal,Dog,Spayed Female,9 years,Labrador Retriever/Australian Cattle Dog,Black/Blue Tick
A706854,*Leo,07/04/15,11:10AM,901 Little Texas Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair/Italian Greyhound,White/Brown
A706877,*Cher,07/04/15,11:14AM,710 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A706855,Champ,07/04/15,11:14AM,Ann Arbor Ave And Holland Ave in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Yorkshire Terrier Mix,Black/Tan
A706857,Bella,07/04/15,11:20AM,Steck And Mesa in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Yorkshire Terrier/Chihuahua Longhair,Black/Tricolor
A706859,,07/04/15,11:35AM,7215 Ellington Cir in Austin (TX),Stray,Injured,Cat,Intact Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
A706860,*Sting,07/04/15,11:42AM,12604 Tomanet Trail in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A706861,*Bono,07/04/15,11:45AM,Bangor Bend And Jamestown Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A706863,Banana Split,07/04/15,11:52AM,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown/White
A706864,*Daisy,07/04/15,11:52AM,Ih-35 And Wells Branch in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Australian Kelpie Mix,Black/White
A706774,,07/04/15,12:09PM,200 El Paso in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair Mix,Black
A706866,,07/04/15,12:30PM,2801 Crest Ave in Austin (TX),Stray,Sick,Cat,Intact Male,8 years,Domestic Shorthair Mix,Black/White
